cellline	Cellcount	location[column]	location[plate]	location[row]	SeedingNumber	Untrt	location[well]	drug	drug[HMSLid]	durg[conc]=uM	readout[time]=h	pert_type	Date
BT20	43	19	2	13	156.25	0	M19	Lapatinib	-	10	72	trt_cp	20140523_Bati
BT20	97	19	2	14	156.25	0	N19	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
BT20	7294	20	2	4	5000	0	D20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	4035	20	2	6	2500	0	F20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	1791	20	2	8	1250	0	H20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	734	20	2	10	625	0	J20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	304	20	2	12	312.5	0	L20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	106	20	2	14	156.25	0	N20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	7954	20	2	3	5000	0	C20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4781	20	2	5	2500	0	E20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1815	20	2	7	1250	0	G20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	922	20	2	9	625	0	I20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	289	20	2	11	312.5	0	K20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	84	20	2	13	156.25	0	M20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	7994	21	2	4	5000	0	D21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	4155	21	2	6	2500	0	F21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	1812	21	2	8	1250	0	H21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	777	21	2	10	625	0	J21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	267	21	2	12	312.5	0	L21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	136	21	2	14	156.25	0	N21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	7851	21	2	3	5000	0	C21	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4580	21	2	5	2500	0	E21	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1954	21	2	7	1250	0	G21	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	889	21	2	9	625	0	I21	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	304	21	2	11	312.5	0	K21	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	122	21	2	13	156.25	0	M21	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	7907	22	2	3	5000	0	C22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	7855	22	2	4	5000	0	D22	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	4265	22	2	5	2500	0	E22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	3743	22	2	6	2500	0	F22	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	1781	22	2	7	1250	0	G22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	1657	22	2	8	1250	0	H22	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	740	22	2	9	625	0	I22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	739	22	2	10	625	0	J22	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	276	22	2	11	312.5	0	K22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	345	22	2	12	312.5	0	L22	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	121	22	2	13	156.25	0	M22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	129	22	2	14	156.25	0	N22	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	7659	23	2	3	5000	0	C23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	7790	23	2	4	5000	0	D23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4330	23	2	5	2500	0	E23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4048	23	2	6	2500	0	F23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1596	23	2	7	1250	0	G23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1784	23	2	8	1250	0	H23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	529	23	2	9	625	0	I23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	552	23	2	10	625	0	J23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	260	23	2	11	312.5	0	K23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	210	23	2	12	312.5	0	L23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	86	23	2	13	156.25	0	M23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	96	23	2	14	156.25	0	N23	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	7812	2	3	3	5000	0	C02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	7909	2	3	4	5000	0	D02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4356	2	3	5	2500	0	E02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	3832	2	3	6	2500	0	F02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1735	2	3	7	1250	0	G02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1693	2	3	8	1250	0	H02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	658	2	3	9	625	0	I02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	639	2	3	10	625	0	J02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	363	2	3	11	312.5	0	K02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	263	2	3	12	312.5	0	L02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	111	2	3	13	156.25	0	M02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	89	2	3	14	156.25	0	N02	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	7823	3	3	3	5000	0	C03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
BT20	5317	3	3	4	5000	0	D03	OSI906	-	20	72	trt_cp	20140523_Bati
BT20	4413	3	3	5	2500	0	E03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
BT20	2597	3	3	6	2500	0	F03	OSI906	-	20	72	trt_cp	20140523_Bati
BT20	1666	3	3	7	1250	0	G03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
BT20	1064	3	3	8	1250	0	H03	OSI906	-	20	72	trt_cp	20140523_Bati
BT20	755	3	3	9	625	0	I03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
BT20	401	3	3	10	625	0	J03	OSI906	-	20	72	trt_cp	20140523_Bati
BT20	289	3	3	11	312.5	0	K03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
BT20	189	3	3	12	312.5	0	L03	OSI906	-	20	72	trt_cp	20140523_Bati
BT20	143	3	3	13	156.25	0	M03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
BT20	84	3	3	14	156.25	0	N03	OSI906	-	20	72	trt_cp	20140523_Bati
BT20	8025	4	3	3	5000	0	C04	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
BT20	7158	4	3	4	5000	0	D04	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	4491	4	3	5	2500	0	E04	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
BT20	3894	4	3	6	2500	0	F04	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	1800	4	3	7	1250	0	G04	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
BT20	1657	4	3	8	1250	0	H04	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	849	4	3	9	625	0	I04	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
BT20	687	4	3	10	625	0	J04	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	264	4	3	11	312.5	0	K04	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
BT20	260	4	3	12	312.5	0	L04	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	132	4	3	13	156.25	0	M04	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
BT20	158	4	3	14	156.25	0	N04	OSI906	-	3.1623	72	trt_cp	20140523_Bati
BT20	7596	5	3	3	5000	0	C05	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	8026	5	3	4	5000	0	D05	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	3802	5	3	5	2500	0	E05	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	4369	5	3	6	2500	0	F05	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	2063	5	3	7	1250	0	G05	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	1758	5	3	8	1250	0	H05	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	906	5	3	9	625	0	I05	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	986	5	3	10	625	0	J05	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	390	5	3	11	312.5	0	K05	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	314	5	3	12	312.5	0	L05	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	179	5	3	13	156.25	0	M05	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	125	5	3	14	156.25	0	N05	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	6863	6	3	3	5000	0	C06	Erlotinib	-	1	72	trt_cp	20140523_Bati
BT20	8313	6	3	4	5000	0	D06	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	3892	6	3	5	2500	0	E06	Erlotinib	-	1	72	trt_cp	20140523_Bati
BT20	4713	6	3	6	2500	0	F06	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	1784	6	3	7	1250	0	G06	Erlotinib	-	1	72	trt_cp	20140523_Bati
BT20	2177	6	3	8	1250	0	H06	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	882	6	3	9	625	0	I06	Erlotinib	-	1	72	trt_cp	20140523_Bati
BT20	906	6	3	10	625	0	J06	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	383	6	3	11	312.5	0	K06	Erlotinib	-	1	72	trt_cp	20140523_Bati
BT20	444	6	3	12	312.5	0	L06	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	145	6	3	13	156.25	0	M06	Erlotinib	-	1	72	trt_cp	20140523_Bati
BT20	96	6	3	14	156.25	0	N06	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
BT20	4037	7	3	3	5000	0	C07	Lapatinib	-	10	72	trt_cp	20140523_Bati
BT20	7960	7	3	4	5000	0	D07	OSI906	-	0.1	72	trt_cp	20140523_Bati
BT20	2171	7	3	5	2500	0	E07	Lapatinib	-	10	72	trt_cp	20140523_Bati
BT20	4429	7	3	6	2500	0	F07	OSI906	-	0.1	72	trt_cp	20140523_Bati
BT20	845	7	3	7	1250	0	G07	Lapatinib	-	10	72	trt_cp	20140523_Bati
BT20	2073	7	3	8	1250	0	H07	OSI906	-	0.1	72	trt_cp	20140523_Bati
BT20	456	7	3	9	625	0	I07	Lapatinib	-	10	72	trt_cp	20140523_Bati
BT20	1009	7	3	10	625	0	J07	OSI906	-	0.1	72	trt_cp	20140523_Bati
BT20	158	7	3	11	312.5	0	K07	Lapatinib	-	10	72	trt_cp	20140523_Bati
BT20	440	7	3	12	312.5	0	L07	OSI906	-	0.1	72	trt_cp	20140523_Bati
BT20	75	7	3	13	156.25	0	M07	Lapatinib	-	10	72	trt_cp	20140523_Bati
BT20	124	7	3	14	156.25	0	N07	OSI906	-	0.1	72	trt_cp	20140523_Bati
BT20	7950	8	3	3	5000	0	C08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
BT20	7744	8	3	4	5000	0	D08	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
BT20	3996	8	3	5	2500	0	E08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
BT20	4569	8	3	6	2500	0	F08	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
BT20	1887	8	3	7	1250	0	G08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
BT20	2095	8	3	8	1250	0	H08	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
BT20	1079	8	3	9	625	0	I08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
BT20	965	8	3	10	625	0	J08	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
BT20	450	8	3	11	312.5	0	K08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
BT20	423	8	3	12	312.5	0	L08	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
BT20	166	8	3	13	156.25	0	M08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
BT20	123	8	3	14	156.25	0	N08	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
BT20	7937	9	3	3	5000	0	C09	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
BT20	4537	9	3	5	2500	0	E09	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
BT20	1951	9	3	7	1250	0	G09	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
BT20	1016	9	3	9	625	0	I09	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
BT20	472	9	3	11	312.5	0	K09	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
BT20	151	9	3	13	156.25	0	M09	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
BT20	8131	9	3	4	5000	0	D09	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4580	9	3	6	2500	0	F09	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1909	9	3	8	1250	0	H09	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1104	9	3	10	625	0	J09	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	347	9	3	12	312.5	0	L09	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	149	9	3	14	156.25	0	N09	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	8145	10	3	3	5000	0	C10	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	7998	10	3	4	5000	0	D10	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	4709	10	3	5	2500	0	E10	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	4356	10	3	6	2500	0	F10	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	1988	10	3	7	1250	0	G10	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	2214	10	3	8	1250	0	H10	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	1125	10	3	9	625	0	I10	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	1026	10	3	10	625	0	J10	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	513	10	3	11	312.5	0	K10	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	423	10	3	12	312.5	0	L10	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	141	10	3	13	156.25	0	M10	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	169	10	3	14	156.25	0	N10	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
BT20	7511	11	3	3	5000	0	C11	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	4245	11	3	5	2500	0	E11	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	1838	11	3	7	1250	0	G11	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	954	11	3	9	625	0	I11	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	464	11	3	11	312.5	0	K11	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	153	11	3	13	156.25	0	M11	Lapatinib	-	1	72	trt_cp	20140523_Bati
BT20	8076	11	3	4	5000	0	D11	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4441	11	3	6	2500	0	F11	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1971	11	3	8	1250	0	H11	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1039	11	3	10	625	0	J11	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	339	11	3	12	312.5	0	L11	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	151	11	3	14	156.25	0	N11	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	6769	12	3	3	5000	0	C12	OSI906	-	10	72	trt_cp	20140523_Bati
BT20	8031	12	3	4	5000	0	D12	OSI906	-	0.01	72	trt_cp	20140523_Bati
BT20	3725	12	3	5	2500	0	E12	OSI906	-	10	72	trt_cp	20140523_Bati
BT20	4739	12	3	6	2500	0	F12	OSI906	-	0.01	72	trt_cp	20140523_Bati
BT20	1738	12	3	7	1250	0	G12	OSI906	-	10	72	trt_cp	20140523_Bati
BT20	2278	12	3	8	1250	0	H12	OSI906	-	0.01	72	trt_cp	20140523_Bati
BT20	778	12	3	9	625	0	I12	OSI906	-	10	72	trt_cp	20140523_Bati
BT20	903	12	3	10	625	0	J12	OSI906	-	0.01	72	trt_cp	20140523_Bati
BT20	273	12	3	11	312.5	0	K12	OSI906	-	10	72	trt_cp	20140523_Bati
BT20	406	12	3	12	312.5	0	L12	OSI906	-	0.01	72	trt_cp	20140523_Bati
BT20	127	12	3	13	156.25	0	M12	OSI906	-	10	72	trt_cp	20140523_Bati
BT20	79	12	3	14	156.25	0	N12	OSI906	-	0.01	72	trt_cp	20140523_Bati
BT20	6398	13	3	3	5000	0	C13	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	2646	13	3	4	5000	0	D13	17-AAG	-	0.1	72	trt_cp	20140523_Bati
BT20	3207	13	3	5	2500	0	E13	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	1363	13	3	6	2500	0	F13	17-AAG	-	0.1	72	trt_cp	20140523_Bati
BT20	1866	13	3	7	1250	0	G13	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	574	13	3	8	1250	0	H13	17-AAG	-	0.1	72	trt_cp	20140523_Bati
BT20	823	13	3	9	625	0	I13	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	296	13	3	10	625	0	J13	17-AAG	-	0.1	72	trt_cp	20140523_Bati
BT20	298	13	3	11	312.5	0	K13	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	117	13	3	12	312.5	0	L13	17-AAG	-	0.1	72	trt_cp	20140523_Bati
BT20	187	13	3	13	156.25	0	M13	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	68	13	3	14	156.25	0	N13	17-AAG	-	0.1	72	trt_cp	20140523_Bati
BT20	5247	14	3	3	5000	0	C14	Erlotinib	-	10	72	trt_cp	20140523_Bati
BT20	7583	14	3	4	5000	0	D14	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
BT20	3006	14	3	5	2500	0	E14	Erlotinib	-	10	72	trt_cp	20140523_Bati
BT20	4360	14	3	6	2500	0	F14	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
BT20	1259	14	3	7	1250	0	G14	Erlotinib	-	10	72	trt_cp	20140523_Bati
BT20	2091	14	3	8	1250	0	H14	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
BT20	846	14	3	9	625	0	I14	Erlotinib	-	10	72	trt_cp	20140523_Bati
BT20	985	14	3	10	625	0	J14	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
BT20	329	14	3	11	312.5	0	K14	Erlotinib	-	10	72	trt_cp	20140523_Bati
BT20	504	14	3	12	312.5	0	L14	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
BT20	123	14	3	13	156.25	0	M14	Erlotinib	-	10	72	trt_cp	20140523_Bati
BT20	171	14	3	14	156.25	0	N14	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
BT20	7677	15	3	3	5000	0	C15	OSI906	-	0.31623	72	trt_cp	20140523_Bati
BT20	7974	15	3	4	5000	0	D15	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	4310	15	3	5	2500	0	E15	OSI906	-	0.31623	72	trt_cp	20140523_Bati
BT20	4314	15	3	6	2500	0	F15	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	1877	15	3	7	1250	0	G15	OSI906	-	0.31623	72	trt_cp	20140523_Bati
BT20	2071	15	3	8	1250	0	H15	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	1064	15	3	9	625	0	I15	OSI906	-	0.31623	72	trt_cp	20140523_Bati
BT20	1075	15	3	10	625	0	J15	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	364	15	3	11	312.5	0	K15	OSI906	-	0.31623	72	trt_cp	20140523_Bati
BT20	370	15	3	12	312.5	0	L15	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	143	15	3	13	156.25	0	M15	OSI906	-	0.31623	72	trt_cp	20140523_Bati
BT20	130	15	3	14	156.25	0	N15	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
BT20	7661	16	3	3	5000	0	C16	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
BT20	2393	16	3	4	5000	0	D16	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
BT20	4504	16	3	5	2500	0	E16	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
BT20	1250	16	3	6	2500	0	F16	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
BT20	1880	16	3	7	1250	0	G16	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
BT20	632	16	3	8	1250	0	H16	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
BT20	802	16	3	9	625	0	I16	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
BT20	285	16	3	10	625	0	J16	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
BT20	306	16	3	11	312.5	0	K16	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
BT20	119	16	3	12	312.5	0	L16	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
BT20	115	16	3	13	156.25	0	M16	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
BT20	66	16	3	14	156.25	0	N16	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
BT20	7119	17	3	3	5000	0	C17	17-AAG	-	0.01	72	trt_cp	20140523_Bati
BT20	7735	17	3	4	5000	0	D17	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
BT20	3177	17	3	5	2500	0	E17	17-AAG	-	0.01	72	trt_cp	20140523_Bati
BT20	4447	17	3	6	2500	0	F17	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
BT20	1078	17	3	7	1250	0	G17	17-AAG	-	0.01	72	trt_cp	20140523_Bati
BT20	2128	17	3	8	1250	0	H17	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
BT20	526	17	3	9	625	0	I17	17-AAG	-	0.01	72	trt_cp	20140523_Bati
BT20	1004	17	3	10	625	0	J17	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
BT20	146	17	3	11	312.5	0	K17	17-AAG	-	0.01	72	trt_cp	20140523_Bati
BT20	303	17	3	12	312.5	0	L17	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
BT20	63	17	3	13	156.25	0	M17	17-AAG	-	0.01	72	trt_cp	20140523_Bati
BT20	138	17	3	14	156.25	0	N17	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
BT20	6340	18	3	3	5000	0	C18	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	3417	18	3	5	2500	0	E18	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	1629	18	3	7	1250	0	G18	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	771	18	3	9	625	0	I18	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	349	18	3	11	312.5	0	K18	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	119	18	3	13	156.25	0	M18	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
BT20	7984	18	3	4	5000	0	D18	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4505	18	3	6	2500	0	F18	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	2145	18	3	8	1250	0	H18	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	989	18	3	10	625	0	J18	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	366	18	3	12	312.5	0	L18	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	172	18	3	14	156.25	0	N18	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	8145	19	3	3	5000	0	C19	17-AAG	-	0.001	72	trt_cp	20140523_Bati
BT20	4893	19	3	4	5000	0	D19	Erlotinib	-	20	72	trt_cp	20140523_Bati
BT20	4445	19	3	5	2500	0	E19	17-AAG	-	0.001	72	trt_cp	20140523_Bati
BT20	2666	19	3	6	2500	0	F19	Erlotinib	-	20	72	trt_cp	20140523_Bati
BT20	1929	19	3	7	1250	0	G19	17-AAG	-	0.001	72	trt_cp	20140523_Bati
BT20	1475	19	3	8	1250	0	H19	Erlotinib	-	20	72	trt_cp	20140523_Bati
BT20	1046	19	3	9	625	0	I19	17-AAG	-	0.001	72	trt_cp	20140523_Bati
BT20	913	19	3	10	625	0	J19	Erlotinib	-	20	72	trt_cp	20140523_Bati
BT20	356	19	3	11	312.5	0	K19	17-AAG	-	0.001	72	trt_cp	20140523_Bati
BT20	543	19	3	12	312.5	0	L19	Erlotinib	-	20	72	trt_cp	20140523_Bati
BT20	155	19	3	13	156.25	0	M19	17-AAG	-	0.001	72	trt_cp	20140523_Bati
BT20	426	19	3	14	156.25	0	N19	Erlotinib	-	20	72	trt_cp	20140523_Bati
BT20	7998	20	3	4	5000	0	D20	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	4600	20	3	6	2500	0	F20	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	2145	20	3	8	1250	0	H20	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	971	20	3	10	625	0	J20	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	372	20	3	12	312.5	0	L20	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	130	20	3	14	156.25	0	N20	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
BT20	7817	20	3	3	5000	0	C20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	4158	20	3	5	2500	0	E20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	1990	20	3	7	1250	0	G20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	811	20	3	9	625	0	I20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	395	20	3	11	312.5	0	K20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	114	20	3	13	156.25	0	M20	-	-	0	72	ctl_vehicle	20140523_Bati
BT20	7532	21	3	3	5000	0	C21	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
BT20	8012	21	3	4	5000	0	D21	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
BT20	3982	21	3	5	2500	0	E21	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
BT20	4334	21	3	6	2500	0	F21	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
BT20	1936	21	3	7	1250	0	G21	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
BT20	1953	21	3	8	1250	0	H21	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
BT20	804	21	3	9	625	0	I21	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
BT20	894	21	3	10	625	0	J21	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
